title
interactive visual exploration of neighbor based patterns in data streams
relational division four algorithms and their performance
simplifying xml schema effortless handling of nondeterministic regular expressions
funbase a function based information management system
inverted matrix efficient discovery of frequent items in large datasets in the context of interactive mining
computational aspects of covering in dominance graphs
feaspar   a feature structure parser learning to parse spoken language
assessing the scenic route measuring the value of search trails in web logs
webanywhere enabling a screen reading interface for the web on any computer
non standard semantics for the method of temporal arguments
exsearch a novel vertical search engine for online barter business
query evaluation and progression in aol knowledge bases
cryptanalytic attacks on pseudorandom number generators
threshold concepts in computer science do they exist and are they useful
nonexistence of voting rules that are usually hard to manipulate
using node merging to enhance graph coloring
combining classifiers in text categorization
theoretical and practical tools for data base design
goal directed site independent recommendations from passive observations
towards modeling threaded discussions using induced ontology knowledge
generating comparative summaries of contradictory opinions in text
the revival transformation
evaluating topic models for information retrieval
generalized memory manipulating actions for parsing natural language
on the semantics of the relational data model
an assessment and comparison of common software cost estimation modeling techniques
adaptive relevance feedback in information retrieval
fast logistic regression for text categorization with variable length n grams
automatic generation of dag parallelism
feature engineering for mobile sms spam filtering
exploring mouse movements for inferring query intent
a hybrid system for quantifier scoping
issues in evaluation of stream learning algorithms
computable processes
weighted association rule mining from binary and fuzzy data
a unified approach to global program optimization
a representation for robot plans
experience from applying rim to educational erp development
reducing labeling effort for structured prediction tasks
characterizing and assessing a large scale software maintenance organization
bsr a statistic based approach for establishing and refining software process performance baseline
a discriminative model for tree to tree translation
datr theories and datr models
teg a hybrid approach to information extraction
a visual sensor model for mobile robot localisation
supervised dimensionality reduction using mixture models
anonymizing healthcare data a case study on the blood transfusion service
a compiler framework for speculative analysis and optimizations
levels of exploration
aligning sentences in parallel corpora
multi dimensional sequential pattern mining
choices in practical data design
declustering databases on heterogeneous disk systems
knowledge engineering tools at the architecture level
a combined component approach for finding collection adapted ranking functions based on genetic programming
a hierarchical method for multi class support vector machines
distributing and porting general linguistic tools
island parsing and bidirectional charts
when is temporal planning really temporal
electronic market the roadmap for university libraries and members to survive in the information jungle
macro by example deriving syntactic transformations from their specifications
extracting semi structured data through examples
information retrieval with commonsense knowledge
a technique for customizing object oriented knowledge representation systems with an application to network problem management
on the effectiveness of optimization search strategies for parallel execution spaces
software architecture recovery of embedded software
outlines of a computer model of motivation
exploiting temporal information in retrieval of archived documents
dynamic file allocation in disk arrays
analysis of distributed data base processing strategies
how good is a span of terms exploiting proximity to improve web retrieval
evolutionary learning strategy using bug based search
fast shortest path distance estimation in large networks
efficient updates to independent schemes in the weak instance model
a real time garbage collector with low overhead and consistent utilization
compressing term positions in web indexes
live visual relevance feedback for query formulation
reading a set of disk pages
distributing semantic constraints between heterogeneous databases
a geometric approach to total envisioning
functional programming for freshman computer science majors
cooperative caching by mobile clients in push based information systems
information retrieval using a singular value decomposition model of latent semantic structure
optimizing parallel itineraries for knn query processing in wireless sensor networks
incremental reorganization of relational databases
introduction to the wellmade design methodology
computing first and follow functions for feature theoretic grammars
type checking type classes
programming as an evolutionary process
the t4sql temporal query language
bottom up filtering a parsing strategy for gpsg
music performamatics interdisciplinary interaction
rationale reasoning by explaining
transliteration as constrained optimization
taj effective taint analysis of web applications
application of bitmap index to information retrieval
structures for manipulating proposed updates in object oriented databases
an active bilingual lexicon for machine translation
combining eye movements and collaborative filtering for proactive information retrieval
automatic online news topic ranking using media focus and user attention based on aging theory
semi supervised classification using sparse gaussian process regression
parallel randomized state space search
coarse indices for a tape based data warehouse
a new algorithm for scalar register promotion based on ssa form
query graphs implementing trees and freely reorderable outerjoins
development of a large concept oriented database for information retrieval
frame rules from answer types for code pointers
using navigation data to improve ir functions in the context of web search
exploiting informative priors for bayesian classification and regression trees
the aqua approach to querying lists and trees in object oriented databases
redescription mining structure theory and algorithms
efficient skyline computation over low cardinality domains
freespan frequent pattern projected sequential pattern mining
scheduling and data replication to improve tape jukebox performance
phi   a logic based tool for intelligent help systems
combining link and content for community detection a discriminative approach
on indexing error tolerant set containment
document expansion for speech retrieval
automatically classifying benign and harmful data racesallusing replay analysis
functional constraints in knowledge based natural language understanding
visualization and the process of modeling a cognitive theoretic view
dynamic finite versioning an effective versioning approach to concurrent transaction and query processing
dantes an expert system for real time network troubleshooting
what is decreased by the max sum arc consistency algorithm
agent human interactions in the continuous double auction
engineering information systems implementation approaches and issues
the optimization strategy for query evaluation in rdbv1
automatic inline allocation of objects
using parsed corpora for structural disambiguation in the trains domain
agent based control for object manipulation with modular self reconfigurable robots
a top down approach for two level serializability
topological mapping through distributed passive sensors
a scheme for feature construction and a comparison of empirical methods
hypergraph spectral learning for multi label classification
on the economics of mass marketed software
on arabic search improving the retrieval effectiveness via a light stemming approach
grammatical inference as a principal component analysis problem
parsimonious concept modeling
eliminating false positives during corner finding by merging similar segments
a large scale active learning system for topical categorization on the web
salsa computing the skyline without scanning the whole sky
partial evaluation as a means for inferencing data structures in an applicative language a theory and implementation in the case of prolog
making service learning accessible to computer scientists
query chains learning to rank from implicit feedback
a comparison of head transducers and transfer for a limited domain translation application
knowledge mining by imprecise querying a classification based approach
a concept of derivation for lfg
index access with a finite buffer
handling alternative activities in resource constrained project scheduling problems
denali a goal directed superoptimizer
improving the quality of uml models in practice
computer architecture and mental models
lexeme based morphology a computationaily expensive approach intended for a server architecture
modeling lsh for performance tuning
parallel grace hash join on shared everything multiprocessor implementation and performance evaluation on symmetry s81
two directional record layout for multiple inheritance
recursion in logics of programs
zoomuserviews querying relevant provenance in workflow systems
reporting about industrial strength software engineering courses for undergraduates
network latency optimizations in distributed database systems
process programming by hindsight
thematic mapping   from unstructured documents to taxonomies
technology transfer macro process a practical guide for the effective introduction of technology
the organizational and informational context of large business system integration projects
gess a scalable similarity join algorithm for mining large data sets in high dimensional spaces
automatic link detection a sequence labeling approach
partial collection replication versus caching for information retrieval systems
alternatives to two classic data structures
constraint propagation and value acquisition why we should do it interactively
translating topics to words for image annotation
consequence relations in drt
mapping wordnets using structural information
implementing high level active rules on top of a relational dbms
efficient region based image retrieval
using morphological and syntactic structures for chinese opinion analysis
handling frequent updates of moving objects
language acquisition as learning
teaching inter object design patterns to freshmen
neural computing on a one dimensional simd array
unbundling active functionality
fuzzy induction in dynamic user profiling for information filtering
psst a web based system for tracking political statements
towards an enterprise xml architecture
inference rules for high order consistency in weighted csp
text segmentation based on similarity between words
clinical and financial outcomes analysis with existing hospital patient records
disjoint interval topological sort a useful concept in serializability theory extended abstract
automatic detection of poor speech recognition at the dialogue level
teaching introductory java through lego mindstorms models
semi supervised learning of partial cognates using bilingual bootstrapping
automatic construction of polarity tagged corpus from html documents
exploiting value added content in an online course introducing programming concepts via html and javascript
a review of automated debugging systems knowledge strategies and techniques
a kernel path algorithm for support vector machines
an abuse free fair contract signing protocol based on the rsa signature
evolutionary document summarization for disaster management
online learning in monkeys
a comparison of operating systems courseware
on the impact of a collaborative pedagogy on african american millennial students in software engineering
complexity in classificatory reasoning
hyperbf networks for real object recognition
an examination of the current state of ipse technology
learning bilingual collocations by word level sorting
scalable temporal reasoning
an explanation facility for a grammar writing system
privacy and security of data communications and data bases
anyone but him the complexity of precluding an alternative
saiu an efficient cache replacement policy for wireless on demand broadcasts
graphical xquery in the aqualogic data services platform
a functional approach to generation with tag
bayesian regression with input noise for high dimensional data
the semantics of program dependence
dynamic information visualization
backjumping for quantified boolean logic satisfiability
effect of varying number of documents in blind feedback analysis of the 2003 nrrc ria workshop bfnumdocs experiment suite
the evolution of the programming languages course
safe and efficient sharing of persistent objects in thor
making bound consistency as effective as arc consistency
a simple and efficient sampling method for estimating ap and ndcg
position paper a comparison of two modelling paradigms in the semantic web
planning with graded fluents and actions
cmradar a personal assistant agent for calendar management
web derived pronunciations for spoken term detection
optimization of html automatically generated by wysiwyg programs
combining multiple evidence from different types of thesaurus for query expansion
static typing for dynamic messages
interactive pushdown automata animation
domain independent approaches for finding diverse plans
call forwarding a simple interprocedural optimization technique for dynamically typed languages
an lr category neutral parser with left corner prediction
set oriented mining for association rules in relational databases
pruning nested xquery queries
hypergraph partitioning for document clustering a unified clique perspective
hidden understanding models of natural language
